#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_900109695.1	PRJNA224116	SAMN04488691	FOAD00000000.1	na	302484	302484	Haloferax larsenii	strain=CDM_5		latest	Scaffold	Major	Full	2016/10/31	IMG-taxon 2639762639 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900109695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/695/GCF_900109695.1_IMG-taxon_2639762639_annotated_assembly		
GCF_900156475.1	PRJNA224116	SAMN05421752	FTNR00000000.1	na	308853	308853	Natronorubrum thiooxidans	strain=type strain: HArc-		latest	Scaffold	Major	Full	2017/01/14	IMG-taxon 2681812919 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900156475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/475/GCF_900156475.1_IMG-taxon_2681812919_annotated_assembly		
GCF_000009965.1	PRJNA224116	SAMD00061071		representative genome	69014	311400	Thermococcus kodakarensis KOD1	strain=KOD1		latest	Complete Genome	Major	Full	2005/01/05	ASM996v1	Kyoto University, Japan	GCA_000009965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/965/GCF_000009965.1_ASM996v1		assembly from type material
GCF_001316225.1	PRJNA224116	SAMD00000438	BBDK00000000.1	na	1295373	312540	Acidiplasma cupricumulans JCM 13668	strain=JCM 13668		latest	Contig	Major	Full	2015/10/01	ASM131622v1	The University of Tokyo	GCA_001316225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/225/GCF_001316225.1_ASM131622v1		assembly from type material
GCF_001402935.1	PRJNA224116	SAMN04087217	LKBH00000000.1	na	312540	312540	Acidiplasma cupricumulans	strain=BH2		latest	Contig	Major	Full	2015/10/22	ASM140293v1	RIPCM	GCA_001402935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/402/935/GCF_001402935.1_ASM140293v1		assembly from type material
GCF_000259215.1	PRJNA224116	SAMN02470884	AJRK00000000.1	na	1132509	332168	Halococcus hamelinensis 100A6	strain=100A6		latest	Contig	Major	Full	2012/04/18	ASM25921v1	School of Biotechnology and Biomolecular Sciences	GCA_000259215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/215/GCF_000259215.1_ASM25921v1		assembly from type material
GCF_000336675.1	PRJNA224116	SAMN02471661	AOMB00000000.1	representative genome	1132509	332168	Halococcus hamelinensis 100A6	strain=100A6		latest	Contig	Major	Full	2013/02/04	ASM33667v1	University of California, Davis	GCA_000336675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/675/GCF_000336675.1_ASM33667v1		assembly from type material
GCF_000337515.1	PRJNA224116	SAMN02471651	AOIQ00000000.1	representative genome	1227490	332953	Halovivax asiaticus JCM 14624	strain=JCM 14624		latest	Contig	Major	Full	2013/02/04	ASM33751v1	University of California, Davis	GCA_000337515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/515/GCF_000337515.1_ASM33751v1		assembly from type material
GCF_000336715.1	PRJNA224116	SAMN02471640	AOMF00000000.1	representative genome	1227457	335952	Halococcus thailandensis JCM 13552	strain=JCM 13552		latest	Contig	Major	Full	2013/02/04	ASM33671v1	University of California, Davis	GCA_000336715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/715/GCF_000336715.1_ASM33671v1		assembly from type material
GCF_000421805.1	PRJNA224116	SAMN02441569	ATXS00000000.1	na	1121945	337243	Halorubrum ezzemoulense DSM 17463	strain=DSM 17463		latest	Contig	Major	Full	2013/07/09	ASM42180v1	DOE Joint Genome Institute	GCA_000421805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/805/GCF_000421805.1_ASM42180v1		assembly from type material
GCF_000018365.1	PRJNA224116	SAMN02603476		representative genome	523850	342948	Thermococcus onnurineus NA1	strain=NA1		latest	Complete Genome	Major	Full	2008/11/06	ASM1836v1	Korea Ocean Research & Development Institute	GCA_000018365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/365/GCF_000018365.1_ASM1836v1		assembly from type material
GCF_000211475.1	PRJNA224116	SAMN02603477		na	342949	342949	Pyrococcus sp. NA2	strain=NA2		latest	Complete Genome	Major	Full	2011/04/29	ASM21147v1	Korea Ocean Research and Development Institute	GCA_000211475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/475/GCF_000211475.1_ASM21147v1		
GCF_000517625.1	PRJNA224116	SAMN00117518		representative genome	797299	353800	Halostagnicola larsenii XH-48	strain=XH-48		latest	Complete Genome	Major	Full	2014/01/13	ASM51762v1	JGI	GCA_000517625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/625/GCF_000517625.1_ASM51762v1		assembly from type material
GCF_000017625.1	PRJNA224116	SAMN02598409		representative genome	456442	358766	Methanoregula boonei 6A8	strain=6A8		latest	Complete Genome	Major	Full	2007/07/26	ASM1762v1	US DOE Joint Genome Institute	GCA_000017625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/625/GCF_000017625.1_ASM1762v1		assembly from type material
GCF_000187225.1	PRJNA224116	SAMN02470763	AEMG00000000.1	na	797209	367189	Haladaptatus paucihalophilus DX253	strain=DX253		latest	Contig	Major	Full	2011/01/31	ASM18722v1	Oklahoma State University	GCA_000187225.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/225/GCF_000187225.1_ASM18722v1		assembly from type material
GCF_000376445.1	PRJNA224116	SAMN02441396	AQXI00000000.1	representative genome	797209	367189	Haladaptatus paucihalophilus DX253	strain=DX253		latest	Contig	Major	Full	2013/04/20	ASM37644v1	DOE Joint Genome Institute	GCA_000376445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/445/GCF_000376445.1_ASM37644v1		assembly from type material
GCF_900142335.1	PRJNA224116	SAMN05444342	FRAN00000000.1	na	797209	367189	Haladaptatus paucihalophilus DX253	strain=DX253		latest	Contig	Major	Full	2016/12/03	IMG-taxon 2698536698 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900142335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/335/GCF_900142335.1_IMG-taxon_2698536698_annotated_assembly		assembly from type material
GCF_000337015.1	PRJNA224116	SAMN02471647	AOJJ00000000.1	na	1230455	368454	Halorubrum arcis JCM 13916	strain=JCM 13916		latest	Contig	Major	Full	2013/02/04	ASM33701v1	University of California, Davis	GCA_000337015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/015/GCF_000337015.1_ASM33701v1		assembly from type material
GCF_000336995.1	PRJNA224116	SAMN02471664	AOJI00000000.1	representative genome	1230454	368623	Halorubrum aidingense JCM 13560	strain=JCM 13560		latest	Contig	Major	Full	2013/02/04	ASM33699v1	University of California, Davis	GCA_000336995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/995/GCF_000336995.1_ASM33699v1		assembly from type material
GCF_000337375.1	PRJNA224116	SAMN02471632	AOJG00000000.1	representative genome	1227482	368624	Halorubrum lipolyticum DSM 21995	strain=DSM 21995		latest	Contig	Major	Full	2013/02/04	ASM33737v1	University of California, Davis	GCA_000337375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/375/GCF_000337375.1_ASM33737v1		assembly from type material
GCF_000337475.1	PRJNA224116	SAMN02471681	AOIT00000000.1	representative genome	1230457	370323	Haloterrigena limicola JCM 13563	strain=JCM 13563		latest	Contig	Major	Full	2013/02/04	ASM33747v1	University of California, Davis	GCA_000337475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/475/GCF_000337475.1_ASM33747v1		assembly from type material
GCF_000427685.1	PRJNA224116	SAMN02440896	ATYM00000000.1	representative genome	926690	376171	Haloplanus natans DSM 17983	strain=DSM 17983		latest	Scaffold	Major	Full	2013/07/15	ASM42768v1	JGI	GCA_000427685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/685/GCF_000427685.1_ASM42768v1		assembly from type material
GCF_000025665.1	PRJNA224116	SAMN02598523		representative genome	439481	379547	Aciduliprofundum boonei T469	strain=T469		latest	Complete Genome	Major	Full	2010/02/24	ASM2566v1	US DOE Joint Genome Institute	GCA_000025665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/665/GCF_000025665.1_ASM2566v1		
GCF_000151085.1	PRJNA224116	SAMN02436315	ABSD00000000.1	na	439481	379547	Aciduliprofundum boonei T469	strain=T469		latest	Scaffold	Major	Full	2008/08/29	ASM15108v1	The Gordon and Betty Moore Foundation Microbial Genome Sequencing Project	GCA_000151085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/085/GCF_000151085.1_ASM15108v1		
GCF_000336815.1	PRJNA224116	SAMN02471666	AOLG00000000.1	na	1227461	381852	Haloferax prahovense DSM 18310	strain=DSM 18310		latest	Contig	Major	Full	2013/02/04	ASM33681v1	University of California, Davis	GCA_000336815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/815/GCF_000336815.1_ASM33681v1		assembly from type material
GCF_000746075.1	PRJNA224116	SAMN02910397	JQKN00000000.1	na	386456	386456	Methanobacterium arcticum	strain=M2		latest	Scaffold	Major	Full	2014/08/28	ASM74607v1	DOE Joint Genome Institute	GCA_000746075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/075/GCF_000746075.1_ASM74607v1		assembly from type material
GCF_000217715.1	PRJNA224116	SAMN02232028		representative genome	797210	387343	Halopiger xanaduensis SH-6	strain=SH-6		latest	Complete Genome	Major	Full	2011/06/09	ASM21771v1	US DOE Joint Genome Institute	GCA_000217715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/715/GCF_000217715.1_ASM21771v1		assembly from type material
GCF_000337735.1	PRJNA224116	SAMN02471621	AOHX00000000.1	representative genome	1230460	388259	Natronorubrum sulfidifaciens JCM 14089	strain=JCM 14089		latest	Contig	Major	Full	2013/02/04	ASM33773v1	University of California, Davis	GCA_000337735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/735/GCF_000337735.1_ASM33773v1		assembly from type material
GCF_000336615.1	PRJNA224116	SAMN02471637	AOLW00000000.1	na	1227452	396317	Haloarcula amylolytica JCM 13557	strain=JCM 13557		latest	Contig	Major	Full	2013/02/04	ASM33661v1	University of California, Davis	GCA_000336615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/615/GCF_000336615.1_ASM33661v1		assembly from type material
GCF_001316105.1	PRJNA224116	SAMD00000520	BBCP00000000.1	na	1295120	399579	Thermogymnomonas acidicola JCM 13583	strain=JCM 13583		latest	Contig	Major	Full	2015/10/01	ASM131610v1	The University of Tokyo	GCA_001316105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/105/GCF_001316105.1_ASM131610v1		assembly from type material
GCF_000337815.1	PRJNA224116	SAMN02471642	AOLN00000000.1	representative genome	662479	403181	Haloferax mucosum ATCC BAA-1512	strain=ATCC BAA-1512		latest	Contig	Major	Full	2013/02/04	ASM33781v1	University of California, Davis	GCA_000337815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/815/GCF_000337815.1_ASM33781v1		assembly from type material
GCF_000336755.1	PRJNA224116	SAMN02471641	AOLK00000000.1	representative genome	1230453	403191	Haloferax elongans ATCC BAA-1513	strain=ATCC BAA-1513		latest	Contig	Major	Full	2013/02/04	ASM33675v1	University of California, Davis	GCA_000336755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/755/GCF_000336755.1_ASM33675v1		assembly from type material
GCF_000281695.1	PRJNA224116	SAMN02603638		na	406552	406552	Natrinema sp. J7-2	strain=J7-2		latest	Complete Genome	Major	Full	2012/07/25	ASM28169v1	Nankai University	GCA_000281695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/695/GCF_000281695.1_ASM28169v1		
GCF_000745485.1	PRJNA224116	SAMN02910304	JQJK00000000.1	representative genome	408577	408577	Methanobacterium veterum	strain=MK4		latest	Scaffold	Major	Full	2014/08/28	ASM74548v1	DOE Joint Genome Institute	GCA_000745485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/745/485/GCF_000745485.1_ASM74548v1		assembly from type material
GCF_000337395.1	PRJNA224116	SAMN02471646	AOJF00000000.1	na	1227483	409316	Halorubrum litoreum JCM 13561	strain=JCM 13561		latest	Contig	Major	Full	2013/02/04	ASM33739v1	University of California, Davis	GCA_000337395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/395/GCF_000337395.1_ASM33739v1		assembly from type material
GCF_000337095.1	PRJNA224116	SAMN02471630	AOIV00000000.1	representative genome	1227487	411361	Halogeometricum pallidum JCM 14848	strain=JCM 14848		latest	Contig	Major	Full	2013/02/04	ASM33709v1	University of California, Davis	GCA_000337095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/095/GCF_000337095.1_ASM33709v1		assembly from type material
GCF_000196895.1	PRJNA224116	SAMN02603490		representative genome	795797	413810	Halalkalicoccus jeotgali B3	strain=B3		latest	Complete Genome	Major	Full	2010/06/23	ASM19689v1	Kyung Hee University	GCA_000196895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/895/GCF_000196895.1_ASM19689v1		assembly from type material
GCF_000337255.1	PRJNA224116	SAMN02471620	AOHV00000000.1	na	795797	413810	Halalkalicoccus jeotgali B3	strain=B3		latest	Contig	Major	Full	2013/02/04	ASM33725v1	University of California, Davis	GCA_000337255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/255/GCF_000337255.1_ASM33725v1		assembly from type material
GCF_000485535.1	PRJNA224116	SAMN02440736	AXZD00000000.1	na	795797	413810	Halalkalicoccus jeotgali B3	strain=B3		latest	Scaffold	Major	Full	2013/10/25	ASM48553v1	DOE Joint Genome Institute	GCA_000485535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/485/535/GCF_000485535.1_ASM48553v1		assembly from type material
GCF_000710605.1	PRJNA224116	SAMN02629025	JDTG00000000.1	na	1455609	413811	Haloterrigena jeotgali A29	strain=A29		latest	Contig	Major	Full	2014/06/20	HTGA29.1	Korea Basic Science Institute	GCA_000710605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/605/GCF_000710605.1_HTGA29.1		assembly from type material
GCF_000337695.1	PRJNA224116	SAMN02471624	AOIA00000000.1	representative genome	1227498	413812	Natronococcus jeotgali DSM 18795	strain=DSM 18795		latest	Contig	Major	Full	2013/02/04	ASM33769v1	University of California, Davis	GCA_000337695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/695/GCF_000337695.1_ASM33769v1		assembly from type material
GCF_000739595.1	PRJNA224116	SAMD00018745	BBJP00000000.1	representative genome	413816	413816	Halorubrum halophilum	strain=B8		latest	Contig	Major	Full	2014/07/31	ASM73959v1	Korea Basic Science Institute	GCA_000739595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/595/GCF_000739595.1_ASM73959v1		assembly from type material
GCF_000591055.1	PRJNA224116	SAMEA3138954		representative genome	268739	416273	Natronomonas moolapensis 8.8.11	strain=8.8.11		latest	Complete Genome	Major	Full	2013/02/21	ASM59105v1	Max-Planck-Institute of Biochemistry	GCA_000591055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/055/GCF_000591055.1_ASM59105v1		assembly from type material
GCF_000336875.1	PRJNA224116	SAMN02471648	AOJK00000000.1	representative genome	1227465	416585	Halorubrum californiensis DSM 19288	strain=DSM 19288		latest	Contig	Major	Full	2013/02/04	ASM33687v1	University of California, Davis	GCA_000336875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/875/GCF_000336875.1_ASM33687v1		assembly from type material
GCF_000970285.1	PRJNA224116	SAMN03074578		representative genome	1434110	418008	Methanosarcina horonobensis HB-1 = JCM 15518	strain=HB-1		latest	Complete Genome	Major	Full	2015/04/07	ASM97028v1	University of Illinois at Urbana-Champaign	GCA_000970285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/285/GCF_000970285.1_ASM97028v1		assembly from type material
GCF_000337175.1	PRJNA224116	SAMN02471627	AOIJ00000000.1	na	1230459	419186	Natrinema gari JCM 14663	strain=JCM 14663		latest	Contig	Major	Full	2013/02/04	ASM33717v1	University of California, Davis	GCA_000337175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/175/GCF_000337175.1_ASM33717v1		assembly from type material
GCF_000306725.1	PRJNA224116	SAMN00739943		representative genome	1094980	420950	Methanolobus psychrophilus R15	strain=R15		latest	Complete Genome	Major	Full	2012/10/18	ASM30672v1	Beijing Institute of Genomics	GCA_000306725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/725/GCF_000306725.1_ASM30672v1		assembly from type material
GCF_000215915.2	PRJNA224116	SAMN02472187	AFNT00000000.2	na	1033806	430914	Halorhabdus tiamatea SARL4B	strain=SARL4B		latest	Contig	Major	Full	2013/09/12	HLRTI_V2	King Abdullah University of Science and Technology (KAUS)	GCA_000215915.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/915/GCF_000215915.2_HLRTI_V2		assembly from type material
GCF_000470655.1	PRJNA224116	SAMEA2271992		representative genome	1033806	430914	Halorhabdus tiamatea SARL4B	strain=type strain: SARL4B		latest	Complete Genome	Major	Full	2013/08/01	HATI1	MPI BREMEN	GCA_000470655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/470/655/GCF_000470655.1_HATI1		assembly from type material
GCF_000379085.1	PRJNA224116	SAMN02261322	AQZY00000000.1	na	1069082	437163	Halomicrobium katesii DSM 19301	strain=DSM 19301		latest	Scaffold	Major	Full	2013/04/23	ASM37908v1	JGI	GCA_000379085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/085/GCF_000379085.1_ASM37908v1		assembly from type material
GCF_000710615.1	PRJNA224116	SAMN02629026	JDTH00000000.1	representative genome	1455608	453847	Haladaptatus cibarius D43	strain=D43		latest	Contig	Major	Full	2014/06/20	HAPD43.1	Korea Basic Science Institute	GCA_000710615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/615/GCF_000710615.1_HAPD43.1		assembly from type material
GCF_000021965.1	PRJNA224116	SAMN00001866		representative genome	521011	475088	Methanosphaerula palustris E1-9c	strain=E1-9c		latest	Complete Genome	Major	Full	2009/01/05	ASM2196v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000021965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/965/GCF_000021965.1_ASM2196v1		assembly from type material
GCF_000020905.1	PRJNA224116	SAMN02603098		representative genome	490899	477693	Desulfurococcus kamchatkensis 1221n	strain=1221n		latest	Complete Genome	Major	Full	2008/12/24	ASM2090v1	Centre 'Bioengineering' RAS	GCA_000020905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/905/GCF_000020905.1_ASM2090v1		assembly from type material
GCF_000337355.1	PRJNA224116	SAMN02471633	AOJH00000000.1	representative genome	1230456	478441	Halorubrum kocurii JCM 14978	strain=JCM 14978		latest	Contig	Major	Full	2013/02/04	ASM33735v1	University of California, Davis	GCA_000337355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/355/GCF_000337355.1_ASM33735v1		assembly from type material
GCF_001571385.1	PRJNA224116	SAMD00044721	BCNW00000000.1	na	488124	488124	Methanofollis ethanolicus	strain=HASU		latest	Contig	Major	Full	2016/01/19	ASM157138v1	Bioproduction Research Institute, National Institute of Advanced Industrial Science and Technology (AIST)	GCA_001571385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/571/385/GCF_001571385.1_ASM157138v1		assembly from type material
GCF_000400975.1	PRJNA224116	SAMD00036650	BANO00000000.1	na	1261545	489138	Halarchaeum acidiphilum MH1-52-1	strain=MH1-52-1		latest	Contig	Major	Full	2013/05/16	ASM40097v1	Japan Agency for Marine-Earth Science and Technology	GCA_000400975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/400/975/GCF_000400975.1_ASM40097v1		assembly from type material
GCF_000474235.1	PRJNA224116	SAMD00036764	BATA00000000.1	representative genome	1261545	489138	Halarchaeum acidiphilum MH1-52-1	strain=JCM 16109		latest	Contig	Major	Full	2013/09/13	ASM47423v1	Japan Agency for Marine-Earth Science and Technology	GCA_000474235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/474/235/GCF_000474235.1_ASM47423v1		assembly from type material
GCF_000019605.1	PRJNA224116	SAMN02598368		representative genome	374847	498846	Candidatus Korarchaeum cryptofilum OPF8			latest	Complete Genome	Major	Full	2008/03/18	ASM1960v1	US DOE Joint Genome Institute	GCA_000019605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/605/GCF_000019605.1_ASM1960v1		
GCF_000337495.1	PRJNA224116	SAMN02471629	AOIS00000000.1	na	1227488	504937	Haloterrigena salina JCM 13891	strain=JCM 13891		latest	Contig	Major	Full	2013/02/04	ASM33749v1	University of California, Davis	GCA_000337495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/495/GCF_000337495.1_ASM33749v1		assembly from type material
