asm_name,assembly_accession,domain,ftp_basename,ftp_path,organism_name,taxid,genetic_code
ASM73908v1,GCF_000739085.1,bacteria,GCF_000739085.1_ASM73908v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/085/GCF_000739085.1_ASM73908v1,Amycolatopsis methanolica 239,1068978,11
ASM94105v1,GCF_000941055.1,bacteria,GCF_000941055.1_ASM94105v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/055/GCF_000941055.1_ASM94105v1,Siansivirga zeaxanthinifaciens CC-SAMT-1,1454006,11
ASM794v1,GCF_000007945.1,bacteria,GCF_000007945.1_ASM794v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/945/GCF_000007945.1_ASM794v1,Haemophilus ducreyi 35000HP,233412,11
ASM1232v1,GCF_000012325.1,bacteria,GCF_000012325.1_ASM1232v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/325/GCF_000012325.1_ASM1232v1,Colwellia psychrerythraea 34H,167879,11
ASM22400v3,GCF_000224005.2,bacteria,GCF_000224005.2_ASM22400v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/005/GCF_000224005.2_ASM22400v3,Marichromatium purpuratum 984,765910,11
ASM22774v3,GCF_000227745.2,bacteria,GCF_000227745.2_ASM22774v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/745/GCF_000227745.2_ASM22774v3,Thiocystis violascens DSM 198,765911,11
ASM32704v1,GCF_000327045.1,bacteria,GCF_000327045.1_ASM32704v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/045/GCF_000327045.1_ASM32704v1,Thioflavicoccus mobilis 8321,765912,11
ASM102926v1,GCF_001029265.1,bacteria,GCF_001029265.1_ASM102926v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/029/265/GCF_001029265.1_ASM102926v1,Spiroplasma eriocheiris,315358,4
ASM158625v1,GCF_001586255.1,bacteria,GCF_001586255.1_ASM158625v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/255/GCF_001586255.1_ASM158625v1,Zhongshania aliphaticivorans,1470434,11
ASM102357v1,GCF_001023575.1,bacteria,GCF_001023575.1_ASM102357v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/023/575/GCF_001023575.1_ASM102357v1,Actinobacteria bacterium IMCC26256,1650658,11
ASM21854v1,GCF_000218545.1,bacteria,GCF_000218545.1_ASM21854v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/545/GCF_000218545.1_ASM21854v1,Cellulomonas gilvus ATCC 13127,593907,11
ASM1064v1,GCF_000010645.1,bacteria,GCF_000010645.1_ASM1064v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/645/GCF_000010645.1_ASM1064v1,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,511995,11
ASM2324v1,GCF_000023245.1,bacteria,GCF_000023245.1_ASM2324v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/245/GCF_000023245.1_ASM2324v1,Actinosynnema mirum DSM 43827,446462,11
ASM25303v1,GCF_000253035.1,bacteria,GCF_000253035.1_ASM25303v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/035/GCF_000253035.1_ASM25303v1,Parachlamydia acanthamoebae UV-7,765952,11
ASM9286v1,GCF_000092865.1,bacteria,GCF_000092865.1_ASM9286v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/865/GCF_000092865.1_ASM9286v1,Cellulomonas flavigena DSM 20109,446466,11
ASM9298v1,GCF_000092985.1,bacteria,GCF_000092985.1_ASM9298v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/985/GCF_000092985.1_ASM9298v1,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,446468,11
ASM2492v1,GCF_000024925.1,bacteria,GCF_000024925.1_ASM2492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/925/GCF_000024925.1_ASM2492v1,Sanguibacter keddieii DSM 10542,446469,11
ASM888v1,GCF_000008885.1,bacteria,GCF_000008885.1_ASM888v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/885/GCF_000008885.1_ASM888v1,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,36870,11
ASM2496v1,GCF_000024965.1,bacteria,GCF_000024965.1_ASM2496v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/965/GCF_000024965.1_ASM2496v1,Xylanimonas cellulosilytica DSM 15894,446471,11
ASM2454v1,GCF_000024545.1,bacteria,GCF_000024545.1_ASM2454v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/545/GCF_000024545.1_ASM2454v1,Stackebrandtia nassauensis DSM 44728,446470,11
ASM81956v1,GCF_000819565.1,bacteria,GCF_000819565.1_ASM81956v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/565/GCF_000819565.1_ASM81956v1,Celeribacter indicus,1208324,11
ASM19601v1,GCF_000196015.1,bacteria,GCF_000196015.1_ASM19601v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/015/GCF_000196015.1_ASM19601v1,Cupriavidus metallidurans CH34,266264,11
ASM1364v1,GCF_000013645.1,bacteria,GCF_000013645.1_ASM1364v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/645/GCF_000013645.1_ASM1364v1,Paraburkholderia xenovorans LB400,266265,11
D1G,GCF_000952975.1,bacteria,GCF_000952975.1_D1G,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/975/GCF_000952975.1_D1G,Peptoniphilus sp. ING2-D1G,1912856,11
ASM31176v1,GCF_000311765.1,bacteria,GCF_000311765.1_ASM31176v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/765/GCF_000311765.1_ASM31176v1,Gluconobacter oxydans H24,1224746,11
ASM1214v1,GCF_000012145.1,bacteria,GCF_000012145.1_ASM1214v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/145/GCF_000012145.1_ASM1214v1,Rickettsia felis URRWXCal2,315456,11
ASM2360v1,GCF_000023605.1,bacteria,GCF_000023605.1_ASM2360v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/605/GCF_000023605.1_ASM2360v1,Pectobacterium carotovorum subsp. carotovorum PC1,561230,11
ASM1276v1,GCF_000012765.1,bacteria,GCF_000012765.1_ASM1276v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/765/GCF_000012765.1_ASM1276v1,Mycoplasma capricolum subsp. capricolum ATCC 27343,340047,4
ASM73024v1,GCF_000730245.1,bacteria,GCF_000730245.1_ASM73024v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/245/GCF_000730245.1_ASM73024v1,endosymbiont of Acanthamoeba sp. UWC8,86106,11
ASM31730v3,GCF_000317305.3,bacteria,GCF_000317305.3_ASM31730v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/305/GCF_000317305.3_ASM31730v3,Mycobacterium neoaurum VKM Ac-1815D,700508,11
ASM27712v1,GCF_000277125.1,bacteria,GCF_000277125.1_ASM27712v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/125/GCF_000277125.1_ASM27712v1,Mycobacterium intracellulare ATCC 13950,487521,11
ASM126786v1,GCF_001267865.1,bacteria,GCF_001267865.1_ASM126786v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/865/GCF_001267865.1_ASM126786v1,Enterococcus durans,53345,11
ASM18688v1,GCF_000186885.1,bacteria,GCF_000186885.1_ASM18688v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/885/GCF_000186885.1_ASM18688v1,Desulfobulbus propionicus DSM 2032,577650,11
scf7180000000004,GCF_000612685.1,bacteria,GCF_000612685.1_scf7180000000004,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/685/GCF_000612685.1_scf7180000000004,Castellaniella defragrans 65Phen,1437824,11
ASM25553v1,GCF_000255535.1,bacteria,GCF_000255535.1_ASM25553v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/535/GCF_000255535.1_ASM25553v1,Rahnella aquatilis HX2,1151116,11
ASM35567v1,GCF_000355675.1,bacteria,GCF_000355675.1_ASM35567v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/675/GCF_000355675.1_ASM35567v1,Thalassolituus oleivorans MIL-1,1298593,11
ASM24685v1,GCF_000246855.1,bacteria,GCF_000246855.1_ASM24685v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/246/855/GCF_000246855.1_ASM24685v1,Niastella koreensis GR20-10,700598,11
ASM22656v1,GCF_000226565.1,bacteria,GCF_000226565.1_ASM22656v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/565/GCF_000226565.1_ASM22656v1,Glaciecola nitratireducens FR1064,1085623,11
ASM130810v1,GCF_001308105.1,bacteria,GCF_001308105.1_ASM130810v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/308/105/GCF_001308105.1_ASM130810v1,Persicobacter sp. JZB09,1085624,11
ASM101743v1,GCF_001017435.1,bacteria,GCF_001017435.1_ASM101743v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/017/435/GCF_001017435.1_ASM101743v1,[Polyangium] brachysporum,413882,11
ASM96791v1,GCF_000967915.1,bacteria,GCF_000967915.1_ASM96791v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/915/GCF_000967915.1_ASM96791v1,Acholeplasma brassicae,61635,11
ASM19673v1,GCF_000196735.1,bacteria,GCF_000196735.1_ASM19673v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/735/GCF_000196735.1_ASM19673v1,Bacillus amyloliquefaciens DSM 7,692420,11
ASM170213v1,GCF_001702135.1,bacteria,GCF_001702135.1_ASM170213v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/702/135/GCF_001702135.1_ASM170213v1,Lactobacillus lindneri,53444,11
ASM2436v1,GCF_000024365.1,bacteria,GCF_000024365.1_ASM2436v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/365/GCF_000024365.1_ASM2436v1,Nakamurella multipartita DSM 44233,479431,11
ASM2486v1,GCF_000024865.1,bacteria,GCF_000024865.1_ASM2486v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/865/GCF_000024865.1_ASM2486v1,Streptosporangium roseum DSM 43021,479432,11
ASM2402v1,GCF_000024025.1,bacteria,GCF_000024025.1_ASM2402v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/025/GCF_000024025.1_ASM2402v1,Catenulispora acidiphila DSM 44928,479433,11
ASM2498v1,GCF_000024985.1,bacteria,GCF_000024985.1_ASM2498v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/985/GCF_000024985.1_ASM2498v1,Sphaerobacter thermophilus DSM 20745,479434,11
ASM2434v1,GCF_000024345.1,bacteria,GCF_000024345.1_ASM2434v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/345/GCF_000024345.1_ASM2434v1,Kribbella flavida DSM 17836,479435,11
ASM2494v1,GCF_000024945.1,bacteria,GCF_000024945.1_ASM2494v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/945/GCF_000024945.1_ASM2494v1,Veillonella parvula DSM 2008,479436,11
ASM2426v1,GCF_000024265.1,bacteria,GCF_000024265.1_ASM2426v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/265/GCF_000024265.1_ASM2426v1,Eggerthella lenta DSM 2243,479437,11
ASM75778v1,GCF_000757785.1,bacteria,GCF_000757785.1_ASM75778v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/785/GCF_000757785.1_ASM75778v1,Pluralibacter gergoviae,61647,11
ASM102213v1,GCF_001022135.1,bacteria,GCF_001022135.1_ASM102213v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/135/GCF_001022135.1_ASM102213v1,Kluyvera intermedia,61648,11
ASM1258v1,GCF_000012585.1,bacteria,GCF_000012585.1_ASM1258v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/585/GCF_000012585.1_ASM1258v1,Chlorobium chlorochromatii CaD3,340177,11
ASM157272v1,GCF_001572725.1,bacteria,GCF_001572725.1_ASM157272v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/572/725/GCF_001572725.1_ASM157272v1,Serratia rubidaea,61652,11
ASM14440v1,GCF_000144405.1,bacteria,GCF_000144405.1_ASM14440v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/405/GCF_000144405.1_ASM14440v1,Prevotella melaninogenica ATCC 25845,553174,11
ASM41836v1,GCF_000418365.1,bacteria,GCF_000418365.1_ASM41836v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/365/GCF_000418365.1_ASM41836v1,Corynebacterium terpenotabidum Y-11,1200352,11
PNK1,GCF_001499655.1,bacteria,GCF_001499655.1_PNK1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/499/655/GCF_001499655.1_PNK1,Protochlamydia naegleriophila,389348,11
Acetobacter senegalensis 108B,GCF_001499615.1,bacteria,GCF_001499615.1_Acetobacter_senegalensis_108B,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/499/615/GCF_001499615.1_Acetobacter_senegalensis_108B,Acetobacter senegalensis,446692,11
ASM2520v1,GCF_000025205.1,bacteria,GCF_000025205.1_ASM2520v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/205/GCF_000025205.1_ASM2520v1,Gardnerella vaginalis 409-05,553190,11
ASM130561v1,GCF_001305615.1,bacteria,GCF_001305615.1_ASM130561v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/615/GCF_001305615.1_ASM130561v1,Confluentimicrobium sp. EMB200-NS6,1609966,11
ASM93502v1,GCF_000935025.1,bacteria,GCF_000935025.1_ASM93502v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/935/025/GCF_000935025.1_ASM93502v1,Sphingomonas hengshuiensis,1609977,11
ASM27166v2,GCF_000271665.2,bacteria,GCF_000271665.2_ASM27166v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/665/GCF_000271665.2_ASM27166v2,Pelosinus fermentans JBW45,1192197,11
ASM19635v1,GCF_000196355.1,bacteria,GCF_000196355.1_ASM19635v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/355/GCF_000196355.1_ASM19635v1,Nitrosospira multiformis ATCC 25196,323848,11
ASM1606v1,GCF_000016065.1,bacteria,GCF_000016065.1_ASM1606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/065/GCF_000016065.1_ASM1606v1,Shewanella loihica PV-4,323850,11
ASM144442v1,GCF_001444425.1,bacteria,GCF_001444425.1_ASM144442v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/425/GCF_001444425.1_ASM144442v1,Pseudohongiella spirulinae,1249552,11
ASM167727v1,GCF_001677275.1,bacteria,GCF_001677275.1_ASM167727v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/275/GCF_001677275.1_ASM167727v1,Vibrio breoganii,553239,11
ASM95057v1,GCF_000950575.1,bacteria,GCF_000950575.1_ASM95057v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/575/GCF_000950575.1_ASM95057v1,Arthrobacter sp. IHBB 11108,1618207,11
ASM74658v2,GCF_000746585.1,bacteria,GCF_000746585.1_ASM74658v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/585/GCF_000746585.1_ASM74658v2,Rickettsiales bacterium Ac37b,1528098,11
ASM128150v1,GCF_001281505.1,bacteria,GCF_001281505.1_ASM128150v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/505/GCF_001281505.1_ASM128150v1,Lawsonella clevelandensis,1528099,11
ASM47743v1,GCF_000477435.1,bacteria,GCF_000477435.1_ASM47743v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/435/GCF_000477435.1_ASM47743v1,Candidatus Symbiobacter mobilis CR,946483,11
ASM104267v1,GCF_001042675.1,bacteria,GCF_001042675.1_ASM104267v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/675/GCF_001042675.1_ASM104267v1,Parascardovia denticolens DSM 10105 = JCM 12538,864564,11
ASM1742v1,GCF_000017425.1,bacteria,GCF_000017425.1_ASM1742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/425/GCF_000017425.1_ASM1742v1,Bacillus cytotoxicus NVH 391-98,315749,11
ASM30000v1,GCF_000300005.1,bacteria,GCF_000300005.1_ASM30000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/005/GCF_000300005.1_ASM30000v1,Alcanivorax dieselolei B5,930169,11
ASM18953v1,GCF_000189535.1,bacteria,GCF_000189535.1_ASM18953v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/535/GCF_000189535.1_ASM18953v1,Pseudarthrobacter phenanthrenivorans Sphe3,930171,11
ASM95924v1,GCF_000959245.1,bacteria,GCF_000959245.1_ASM95924v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/245/GCF_000959245.1_ASM95924v1,Burkholderia ubonensis MSMB22,1249668,11
ASM148236v1,GCF_001482365.1,bacteria,GCF_001482365.1_ASM148236v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/365/GCF_001482365.1_ASM148236v1,Kocuria flava,446860,11
ASM38963v1,GCF_000389635.1,bacteria,GCF_000389635.1_ASM38963v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/389/635/GCF_000389635.1_ASM38963v1,Clostridium pasteurianum BC1,86416,11
ASM6720v1,GCF_000067205.1,bacteria,GCF_000067205.1_ASM6720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/067/205/GCF_000067205.1_ASM6720v1,Bordetella petrii,94624,11
M2/40,GCF_000577895.1,bacteria,GCF_000577895.1_M2_40,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/577/895/GCF_000577895.1_M2_40,Clostridium bornimense,1216932,11
ASM1764v1,GCF_000017645.1,bacteria,GCF_000017645.1_ASM1764v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/645/GCF_000017645.1_ASM1764v1,Xanthobacter autotrophicus Py2,78245,11
ASM18372v1,GCF_000183725.1,bacteria,GCF_000183725.1_ASM18372v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/725/GCF_000183725.1_ASM18372v1,Sulfuricurvum kujiense DSM 16994,709032,11
ASM21862v1,GCF_000218625.1,bacteria,GCF_000218625.1_ASM21862v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/625/GCF_000218625.1_ASM21862v1,Flexistipes sinusarabici DSM 4947,717231,11
ASM96109v1,GCF_000961095.1,bacteria,GCF_000961095.1_ASM96109v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/961/095/GCF_000961095.1_ASM96109v1,Paenibacillus beijingensis,1126833,11
ASM6288v1,GCF_000062885.1,bacteria,GCF_000062885.1_ASM6288v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/062/885/GCF_000062885.1_ASM6288v1,Saccharopolyspora erythraea NRRL 2338,405948,11
ASM1174v1,GCF_000011745.1,bacteria,GCF_000011745.1_ASM1174v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/745/GCF_000011745.1_ASM1174v1,Candidatus Blochmannia pennsylvanicus str. BPEN,291272,11
NCTC11134,GCF_001182745.1,bacteria,GCF_001182745.1_NCTC11134,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/182/745/GCF_001182745.1_NCTC11134,Nocardia farcinica,37329,11
ASM146529v1,GCF_001465295.1,bacteria,GCF_001465295.1_ASM146529v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/295/GCF_001465295.1_ASM146529v1,Pseudoalteromonas translucida KMM 520,1315283,11
ASM186585v1,GCF_001865855.1,bacteria,GCF_001865855.1_ASM186585v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/855/GCF_001865855.1_ASM186585v1,Nocardia seriolae,37332,11
ASM2358v1,GCF_000023585.1,bacteria,GCF_000023585.1_ASM2358v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/585/GCF_000023585.1_ASM2358v1,Paenibacillus sp. JDR-2,324057,11
ASM29471v1,GCF_000294715.1,bacteria,GCF_000294715.1_ASM29471v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/715/GCF_000294715.1_ASM29471v1,Bartonella quintana RM-11,1225179,11
ASM22498v1,GCF_000224985.1,bacteria,GCF_000224985.1_ASM22498v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/985/GCF_000224985.1_ASM22498v1,Lactobacillus ruminis ATCC 27782,1069534,11
ASM1052v1,GCF_000010525.1,bacteria,GCF_000010525.1_ASM1052v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/525/GCF_000010525.1_ASM1052v1,Azorhizobium caulinodans ORS 571,438753,11
ASM102193v1,GCF_001021935.1,bacteria,GCF_001021935.1_ASM102193v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/935/GCF_001021935.1_ASM102193v1,Xanthomonas translucens pv. undulosa,487909,11
ASM26445v2,GCF_000264455.2,bacteria,GCF_000264455.2_ASM26445v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/455/GCF_000264455.2_ASM26445v2,Tistrella mobilis KA081020-065,1110502,11
ASM17685v2,GCF_000176855.2,bacteria,GCF_000176855.2_ASM17685v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/855/GCF_000176855.2_ASM17685v2,Acidovorax avenae subsp. avenae ATCC 19860,643561,11
ASM17691v2,GCF_000176915.2,bacteria,GCF_000176915.2_ASM17691v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/915/GCF_000176915.2_ASM17691v2,Desulfovibrio aespoeensis Aspo-2,643562,11
ASM1550v1,GCF_000015505.1,bacteria,GCF_000015505.1_ASM1550v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/505/GCF_000015505.1_ASM1550v1,Polaromonas naphthalenivorans CJ2,365044,11
ASM21570v1,GCF_000215705.1,bacteria,GCF_000215705.1_ASM21570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/705/GCF_000215705.1_ASM21570v1,Ramlibacter tataouinensis TTB310,365046,11
ASM28351v1,GCF_000283515.1,bacteria,GCF_000283515.1_ASM28351v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/515/GCF_000283515.1_ASM28351v1,Sphingobium sp. SYK-6,627192,11
ASM738v1,GCF_000007385.1,bacteria,GCF_000007385.1_ASM738v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/385/GCF_000007385.1_ASM738v1,Xanthomonas oryzae pv. oryzae KACC 10331,291331,11
ASM34872v1,GCF_000348725.1,bacteria,GCF_000348725.1_ASM34872v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/725/GCF_000348725.1_ASM34872v1,Bdellovibrio exovorus JSS,1184267,11
ASM1424v1,GCF_000014245.1,bacteria,GCF_000014245.1_ASM1424v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/245/GCF_000014245.1_ASM1424v1,Chelativorans sp. BNC1,266779,11
ASM47102v2,GCF_000471025.2,bacteria,GCF_000471025.2_ASM47102v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/471/025/GCF_000471025.2_ASM47102v2,Chlamydia gallinacea 08-1274/3,1143323,11
ASM4670v1,GCF_000046705.1,bacteria,GCF_000046705.1_ASM4670v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/046/705/GCF_000046705.1_ASM4670v1,Bartonella henselae str. Houston-1,283166,11
ASM19577v1,GCF_000195775.1,bacteria,GCF_000195775.1_ASM19577v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/775/GCF_000195775.1_ASM19577v1,Rhodopseudomonas palustris CGA009,258594,11
ASM24259v3,GCF_000242595.2,bacteria,GCF_000242595.2_ASM24259v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/595/GCF_000242595.2_ASM24259v3,Spirochaeta africana DSM 8902,889378,11
ASM2584v1,GCF_000025845.1,bacteria,GCF_000025845.1_ASM2584v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/845/GCF_000025845.1_ASM2584v1,Mycoplasma crocodyli MP145,512564,4
ASM28429v1,GCF_000284295.1,bacteria,GCF_000284295.1_ASM28429v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/295/GCF_000284295.1_ASM28429v1,Actinoplanes missouriensis 431,512565,11
ASM97224v3,GCF_000972245.3,bacteria,GCF_000972245.3_ASM97224v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/972/245/GCF_000972245.3_ASM97224v3,Bacillus endophyticus,135735,11
ASM1488v1,GCF_000014885.1,bacteria,GCF_000014885.1_ASM1488v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/885/GCF_000014885.1_ASM1488v1,Shewanella piezotolerans WP3,225849,11
ASM9240v1,GCF_000092405.1,bacteria,GCF_000092405.1_ASM9240v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/405/GCF_000092405.1_ASM9240v1,Syntrophothermus lipocalidus DSM 12680,643648,11
ASM34082v1,GCF_000340825.1,bacteria,GCF_000340825.1_ASM34082v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/825/GCF_000340825.1_ASM34082v1,Candidatus Kinetoplastibacterium crithidii TCC036E,1208918,11
ASM34079v1,GCF_000340795.1,bacteria,GCF_000340795.1_ASM34079v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/795/GCF_000340795.1_ASM34079v1,Candidatus Kinetoplastibacterium desouzaii TCC079E,1208919,11
ASM34086v1,GCF_000340865.1,bacteria,GCF_000340865.1_ASM34086v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/865/GCF_000340865.1_ASM34086v1,Candidatus Kinetoplastibacterium oncopeltii TCC290E,1208920,11
ASM34090v1,GCF_000340905.1,bacteria,GCF_000340905.1_ASM34090v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/905/GCF_000340905.1_ASM34090v1,Candidatus Kinetoplastibacterium galatii TCC219,1208921,11
